,Comments,Emotion
478,in order to give schemes to 5 percent people 95% of the people have to be robbed in various forms whatever the schemes the politicians are taking them from the job and giving them to the people they are the people of andhra who do not understand that now andhra state has started a new type of schemes previously they used to charge electricity bills for 30 days now it has been reduced to 28 or 27 days that means from now on every year we have to pay the current bill for 13 or 14 months this type of practice has started from arilova village in visakhapatnam for the last six months electricity bills are being taken in this manner the whole state has started preparations to implement this method and five percent should be given to them in the form of schemes which means they should be robbed from 95% of the people not even a razor needle should be lost while looking from the front and the people of andhra will bear the pain of being stabbed without looking from behind,Negative
479,prajala dagarnundi entha lagalo antha lagalani chusthundi e govt prathi danilo nenunna ani duruthunaru mandu amukuntunaru pannulu dobuthunaru enka epdu current bill midha padaru enka brathakanivara mamalni,Negative
480,"people who use free electricity don't have electricity meters, coolers like electric stoves, they use stupid things, who are they to ask? extreme waste in electricity department due to some corrupt officials, only those who pay the real bill are getting wet.",Negative
481,inefficiency of the government red tapizam employees unaccountabiluty and other factors cause to increase losses of the organization we are paying those losses there is no transparency in purchasing inputs like coal for example whatever adani coats for coal that is accepted by the government because of the political power,Negative
482,"to tell the truth, it is the consumers who ultimately suffer",Positive
483,memu last 10 years nundi chennai lo untunnamu aithe akkada 2 months ki oka sari current bill vastundi recent ga june &july 2023 ki 222units ki ganu rs 340 bill vachindi for two months ade time lo nellore lo memu oka rent house thisukunnamu aithe ikkada memu just 13 units matrame unnamu because just three days matrame unnamu but here my current bill is rs380 per one month(july) so here ap govt doing fraud,Negative
484,it is very bad that each charge is more than the amount paid for the units,Negative
485,final ga tdp best in low budget power bills,Positive
486,too much,Neutral
487,cm charges veh all of them,Negative
488,we don't get current bill because they are giving us 200 untis free of cost,Negative
489,if anyone talks about development then 120 gate is in front of the house road,Negative
490,"<a href=""https://www youtube com/watch?v=b2uenek3st4&t=05m18s"">05:18</a> fppca charges",Negative
491,vadorakam vidorakam jai rulers,Positive
492,current rulers,Positive
493,can't we put all the charges together as jagan charges?,Negative
494,ysrcp cm oka waste fellow,Negative
495,what do you do when you eat rice? this is the condition of the people of india,Positive
496,indana charge is 150 to 250 while true charge is below,Positive
497,thank you bbc,Positive
498,gharana exploitation is done by the british to make it look better,Neutral
499,sir and uncle power generated from hydroelectric mandals are the ancestors of sir,Positive
500,yama badura it is difficult to live after the arrival of this jail teddy. it has always come in 460-550.,Neutral
501,super sir explained very well,Positive
502,very detailed sir,Positive
503,the mistake made by cbn has now resulted in bill kattalsina,Negative
504,frod business,Positive
505,note 6 total 7 charges,Negative
506,ammavadi increased charges for execution,Positive
507,"if we go to court, will justice be done?",Negative
508,consumers must fight for justice,Positive
509,how consumer is responsible for such charges it's not correct,Negative
510,very clearly explained before become cm jagan was blaming to cbn he was shoutting badude badudu now what jagan is doing ? this is cheating to public everyone in ap has to open their eyes,Negative
511,"there were electricity bill takers next to our house. they used to take one bill first and then take other bills. those who shared the money of the electricity bills, that is, gambling happened near the current office. those who begged without food. they bought a bike and bought a lot of gold. they are surprised at how well the electricity bills have improved",Positive
512,technical terms i don't know till iam a lecturer what about uneducated people,Positive
513,in up you need to recharge even electricity power purchase agreements at exorbitant rates by the previous government have been revoked but they got reinstated based on the recommendations of central government as well as support from other institutions petrol lpg diesel prices have been raised exorbitantly no income tax reliefs gst on all services and goods soaring lpg prices have broken the backbone of the lower middle class what people need is not quality of life but emotional satisfaction we still could not forget the colonial rule of muslims and the europeans,Negative
514,there are much worse in up,Neutral
515,the current bill will go up badly because one ton of coal is being bought at 8000 and coal is being bought at 19000 today.,Neutral
516,super information sir,Positive
517,thank you sir,Positive
518,"when he was in the opposition, he used to say that our leech is badudu, but when he came to power, he gave a shock wave to the people.",Negative
519,sound pll,Positive
520,brahman can't say what chaos is. you are great sir,Positive
521,super analysis sir,Positive
522,"1kv 2kv like load charge is wrong enough at the time of buying a meter how to collect installation charges from 70s!! full of charges that's all ! overall, according to the explanation given above, the central state governments are exploiting, it would be good if someone feels to protect the rights of the consumers, it seems that the parties are not on the side unless they criticize.",Negative
523,"people are being troubled by rules that are not working. in the next election, people will show the movie",Negative
524,so many charges are been charged on ap electricity bills it's nothing but looting indirectly public money,Negative
525,it is nothing but maintaining the unit rate unmoved for some time and adding unnecessary over heads,Positive
527,go to court on these,Positive
529,"sins roll around jagan, you have children, don't forget that",Negative
530,nenu india lo puttinanduku chala guilty ga feel avuthunna other countries anni grow avvadaniki chustunte india lo corruption legal ga gov chestundi india lo unna taxes ea country lo kuda levu,Negative
531,this is another year's burden for making an incompetent cm,Negative
532,selfish politics,Negative
533,why are you sucking every month in entra babu up?,Negative
534,wonderful analysis sir,Positive
535,e got 300 and now it is 1000,Negative
536,worst f***up central & state government systems !!!??,Negative
537,current bills in our village are fine no problems jai bheem,Positive
538,the electricity bill is too much because we can't live without power. it's not fair.,Neutral
539,true up charges are what i know politicians are collecting money from us for the units that they have not paid with egg garlands and at the end as he said collecting money for what is over is outrageous because the voters have decided that they are crazy.,Negative
540,great collection,Positive
541,yellow channel,Positive
542,the sea,Positive
543,how can you wash the rate without using electricity?,Positive
544,"if you vote for jagan, you will feel the result",Positive
545,"every house has a ceiling fan, a fan in an ac, a fan in a fridge, a fan in a generator, a fan in a grinder, a fan in a washing machine, and a fan in a washing machine.",Positive
