,Comments,Emotion
404,evarevaru cast gurinchi matladaro vallandariki oka manavi matlade person emina tappu cheptunte danigurinchi adagandi leda a person inataka mundu emina ade visayam pina tappu chesunte adagandi ante kani kulanni addupetukoni thitti meeru chaduvukunna gorrelu avalannara mee istam reddy inanta matrana kamma valley cheese tappuukuntuga kudani ledu kamma inanta matrana reddy vallu cheese tappu gurinchi adagakudani ledu oka vela athanu cheppedi nijam ga wrong ithe explanation inchi urukondi ante kani cast lu meeda tittukovadam enti idi okka cast ki kadu anni cast la ki cheptunanu prajala samasya la gurinchi ante mana gurinchi matladandi cast gurinchi kadu cast epudithe vadatharo meeru chepe dantlo unna nijanni kuda nammalsina avasram other cast ki undadhu,Negative
405,"sir, intellectuals like you give good suggestions to our chief minister jagan",Positive
406,govt challenges can be developed with the money given in the fee reimbursement for the hospital to be built with the above expenditure of arogyashri.,Positive
407,"from the beginning, experts have been saying that pattiseema is a danduga, but the politicians who will benefit from it have not heard.",Neutral
408,stop talking shamelessly nagarjuna reddy that project is their 160 tmc water supply.,Negative
409,nise explanation sir,Positive
410,"please make videos like this, babu, the people who watch these videos will get enlightened.",Positive
411,"before your jagan became cm, didn't he maintain the palaces, ponds, suspal helicopters",Neutral
412,damn dirty blody ediotic,Negative
413,"thank you sir, nagarjuna reddy.",Positive
414,very ignorent about the project,Negative
415,undavalli arun kumar explained clearly about this project that big fraud happened in this pattiseema and polavaram,Negative
416,thanks sir good information,Positive
417,ar edava gudi na kodaka pattiseema is the use of farmers to know it,Positive
418,"if 200 crores are put for commissions, it will be a project of pulichintala, when will this babji pida go away?",Negative
419,very accurate reports have said that this pattiseema project was undertaken only to swallow bribes.,Positive
420,meeru india ki backbone lanti varu meeru ten times chebite prajallo okanoka roju marpu ravadam pakka god meeku ayuvu arogyalato prajalamasulalo undalani korukontunnanu,Negative
421,sir u r great,Positive
422,asking excellent points super sir,Positive
423,sir pattiseema project value is 1500 but the income of farmers is 2500 per year.,Positive
424,undavalli is already shouted same voice,Negative
425,"ap lo corruption chala ekkuvaga <a href=""http://undhi law/"">undhi law</a> and order failure ga vuntundhi",Negative
426,erri puka godavari's fingers are stuck in the fist,Negative
427,jagan reddy candidate,Positive
428,facts always bitter and difficult to digest,Neutral
429,poor man is just watching helplessly and in disgust as his hard earned money lands produce etc being looted and grabbed away by very few shrewd thieves from so called high cast (brahmin kamma reddy vysya kaapu etc ) goons there is no respite and no hope to our state and our country this civilisation has to end like this only there is no tomorrow only hopeless darkness is ahead of us this is irony of our indians ee punya bhoomulo puttatam manam cheskunna paapam kharma kharma !!!,Negative
430,nagarjun reddy is ùseless fellow &blind fellow,Negative
431,beware of chandrababu batch at least in next election,Negative
432,yes patteseema and purushotham patnam are the part of polavaram it will not give any extra ayakut of a whole polavaram it is only taken up for thousands of crores cick backs but not 380 crore as some people used to say there fore a p people fully dubbed of their innocently elected in 2014 ellections,Negative
433,both were given water,Negative
434,"cbn revanth reddy was found in the case of vote note and two of them were afraid of ksr and emptied the tdp party in telangana. revanth jumped 29 times. he went to delhi and pm caught his eyes and got special status on cbn. even though the note for vote is on pattisima robbery of capital lands robbery of godavari pushkaralu funds krishna pushkaralu funds visakha hudud typhoon funds, capital donations, robbery cases given by cag, where is the money for chandrababu who bought 26 ycp mlas?",Negative
435,"pattiseema is like that, no matter how much money you spent, did the unnecessary farmers get water or not?",Positive
436,sir oka vishayam ysr aarigyasri lo hospitals baagupaddai jalayaznam lo party vallu bagupaddaru kani pedavadu meeru entha thintunna variki melu jarigithe ade gurthupettukuntaru,Positive
437,have you ever made a video on corruption of 43000 crores,Negative
438,"not speaking in the video, sir, if you have the evidence, then in the common man's court, thousands of people will also know",Negative
439,ayya ​​reddy garu cag chala vishayalu cheptundi ysr time lo kuda cag chala comments chesindi mee lanti vallu enni matladina sudda dandaga raitulaku pollaloki neelu vastunnaya leda velli krishna guntur velli matladu repu jagan vaste appudu cag matladutundi,Negative
440,sir i have doubts because i am accountant in infrastructure company based on work order to payment processed by government all ra bills reflect in taxes and tds also in case any exceptions not proceed by payments but you're not mentioned in that benefits and one thing sir same experience spent to polavaram work not completed but here one project is completed pattesima project why your not understand this situation this not auditing work sir welfare of former why do you not understand,Negative
441,my voice,Positive
442,what kind of project is that?,Negative
443,are you mad,Negative
444,stuip,Positive
445,apoorva kulagajji edava,Positive
446,there is no k attitude except for the feeling of the worst nayalu reddy,Negative
447,shut up,Negative
448,kula gajji,Positive
449,the pitch of the reddy clan is increasing,Positive
450,one-time investment 1500cr budget kaaani adhi kattadam valla 1600 kotla rupaayala digubadi prathi yetaa vastundhi bulurra vadaa erripappa project validity okkarojina sare adhi 50 years lifetime undelaage evarina design cheyyale civil norms of india chadavara kojja,Negative
451,will you do 5 years of fallow land in krishna district to see if the crop has been harvested or not? without giving water? ni babu will give money? to polavaram,Negative
452,"ayya ​​reddy sir, an uneducated krishna delta farmer will answer anyone you ask or hold the mic in a meeting of krishna delta farmers brothers and ask them.",Positive
453,"if the farmers are happy, meidupu entry sir",Positive
454,come to krishna delta you mean to say that krishna delta should remain without crops for the last 3years appreciaye cbn s visio n in our 7acre we got crop due to pattiseema as of entire village eluru at least as i know spending 1600crore is worthwhile as more than 80% krishna delta crops are saved and some water reached up-to pulivendula you are foolish blind you want to kill people without water for last 3year's and till polavaram is complete you will drink bottled water but want the masses to die without water your logic is anti people if you are really a ca you should hang yourself in shame after talking to sagutu manishi in parliament flowing villages let truth prevail leave petty politics and appreciate the project,Negative
455,that's why tdp paid the money and said the calculations,Negative
456,krishna delta farmers are told about pattiseema,Positive
457,"without her knowing, the cog said, he said, he said, he said.",Negative
458,chandrababu namme 38000 yakars land pooling ke formars echaru enka evva valacendhe near1300 yakars martame ave ycp mla benamelave valle formars ne chupestu kortulake vastundi,Negative
459,shrum university white university aiims has been taken out,Negative
460,do you think that the tdp will not do what she did and the ycp will kill anne even if she did not do it?,Negative
461,"even earlier they were talking about the companies, how come keamotors, hero motors, mobile companies, chettinad cement and many other companies without seaport?",Negative
462,you are on another vijayasai reddy,Positive
463,"godavarivar prakashambarezg is coming from pattesima itself, even if there is no rimes, they are supplying us with filter chase.",Positive
464,know patteseema water we drink,Positive
465,"you know where avar drinks from, they fetch water from delhi",Negative
466,narjuna reddy garu meru cag reportsne e year krishna thurpugodhavari paschema godavare districts lo 1yakar polam veyyalsende pattecema water lekapote polam pandedo pandakapoedo ardham i vundethe guntu krishna nallur kadapa anathapuram districts ke drinking water yala vachayyo meku telesedhe meru cag vallu avillage velli drinking water yakkadanunde vastunni ane,Negative
